id,trial,type,background,valence,result,probability,sp
101,3,2,1,1,2,1,0.96
101,4,2,1,1,2,2,0
101,5,2,1,2,1,1,0.91
101,6,2,1,2,1,2,0.13
101,7,2,1,2,2,1,0.05
101,8,2,1,2,2,2,0.83
102,1,2,1,1,1,1,0.35
102,2,2,1,1,1,2,0.17
102,3,2,1,1,2,1,0.82
102,4,2,1,1,2,2,0.85
102,5,2,1,2,1,1,0.71
102,6,2,1,2,1,2,0.83
102,7,2,1,2,2,1,0.32
102,8,2,1,2,2,2,0.4
103,1,2,1,1,1,1,0.07
103,2,2,1,1,1,2,0.81
103,3,2,1,1,2,1,1
103,4,2,1,1,2,2,0.1
103,5,2,1,2,1,1,0.94
103,6,2,1,2,1,2,0.29
103,7,2,1,2,2,1,0.14
103,8,2,1,2,2,2,0.31
104,1,2,1,1,1,1,0.04
104,2,2,1,1,1,2,1
104,3,2,1,1,2,1,0.98
104,4,2,1,1,2,2,0
104,5,2,1,2,1,1,0.84
104,6,2,1,2,1,2,0.42
104,7,2,1,2,2,1,0.06
104,8,2,1,2,2,2,1
105,1,2,1,1,1,1,0
105,2,2,1,1,1,2,0.89
105,3,2,1,1,2,1,1
105,4,2,1,1,2,2,0.73
105,5,2,1,2,1,1,0.23
105,6,2,1,2,1,2,0.59
105,7,2,1,2,2,1,0.1
105,8,2,1,2,2,2,0.38
106,1,2,1,1,1,1,0.05
106,2,2,1,1,1,2,0.75
106,3,2,1,1,2,1,0.97
106,4,2,1,1,2,2,0
106,5,2,1,2,1,1,0.97
106,6,2,1,2,1,2,0.41
106,7,2,1,2,2,1,0.05
106,8,2,1,2,2,2,0.67
107,1,2,1,1,1,1,0
107,2,2,1,1,1,2,1
107,3,2,1,1,2,1,0.97
107,4,2,1,1,2,2,0
107,5,2,1,2,1,1,1
107,6,2,1,2,1,2,0
107,7,2,1,2,2,1,0
107,8,2,1,2,2,2,1
108,1,2,1,1,1,1,0.07
108,2,2,1,1,1,2,0.8
108,3,2,1,1,2,1,0.96
108,4,2,1,1,2,2,0.42
108,5,2,1,2,1,1,0.98
108,6,2,1,2,1,2,0.87
108,7,2,1,2,2,1,0.16
108,8,2,1,2,2,2,0.71
109,1,2,1,1,1,1,0.05
109,2,2,1,1,1,2,0.92
109,3,2,1,1,2,1,0.98
109,4,2,1,1,2,2,0
109,5,2,1,2,1,1,0.92
109,6,2,1,2,1,2,0.05
109,7,2,1,2,2,1,0
109,8,2,1,2,2,2,0.8
110,1,2,1,1,1,1,0.04
110,2,2,1,1,1,2,1
110,3,2,1,1,2,1,1
110,4,2,1,1,2,2,0
110,5,2,1,2,1,1,0.96
110,6,2,1,2,1,2,0
110,7,2,1,2,2,1,0
110,8,2,1,2,2,2,1
111,1,2,1,1,1,1,0.03
111,2,2,1,1,1,2,0.5
111,3,2,1,1,2,1,0.97
111,4,2,1,1,2,2,0.12
111,5,2,1,2,1,1,0.95
111,6,2,1,2,1,2,0.41
111,7,2,1,2,2,1,0
111,8,2,1,2,2,2,0.67
112,1,2,1,1,1,1,0.03
112,2,2,1,1,1,2,0.94
112,3,2,1,1,2,1,1
112,4,2,1,1,2,2,0
112,5,2,1,2,1,1,1
112,6,2,1,2,1,2,0
112,7,2,1,2,2,1,0.03
112,8,2,1,2,2,2,1
113,1,2,1,1,1,1,0
113,2,2,1,1,1,2,0.82
113,3,2,1,1,2,1,1
113,4,2,1,1,2,2,0
113,5,2,1,2,1,1,0.95
113,6,2,1,2,1,2,0.08
113,7,2,1,2,2,1,0.04
113,8,2,1,2,2,2,1
114,1,2,1,1,1,1,0
114,2,2,1,1,1,2,0.88
114,3,2,1,1,2,1,1
114,4,2,1,1,2,2,0.15
114,5,2,1,2,1,1,0.98
114,6,2,1,2,1,2,0
114,7,2,1,2,2,1,0
114,8,2,1,2,2,2,0.95
115,1,2,1,1,1,1,0.11
115,2,2,1,1,1,2,0.94
115,3,2,1,1,2,1,1
115,4,2,1,1,2,2,0.21
115,5,2,1,2,1,1,1
115,6,2,1,2,1,2,0.42
115,7,2,1,2,2,1,0.08
115,8,2,1,2,2,2,0.29
116,1,2,1,1,1,1,0.95
116,2,2,1,1,1,2,0
116,3,2,1,1,2,1,1
116,4,2,1,1,2,2,0
116,5,2,1,2,1,1,1
116,6,2,1,2,1,2,0
116,7,2,1,2,2,1,0
116,8,2,1,2,2,2,0.91
117,1,2,1,1,1,1,0.03
117,2,2,1,1,1,2,0.81
117,3,2,1,1,2,1,1
117,4,2,1,1,2,2,0.47
117,5,2,1,2,1,1,0.97
117,6,2,1,2,1,2,0.37
117,7,2,1,2,2,1,0.05
117,8,2,1,2,2,2,0.43
118,1,2,1,1,1,1,0.3
118,2,2,1,1,1,2,1
118,3,2,1,1,2,1,0.98
118,4,2,1,1,2,2,0.1
118,5,2,1,2,1,1,0.98
118,6,2,1,2,1,2,0
118,7,2,1,2,2,1,0.08
118,8,2,1,2,2,2,1
119,1,2,1,1,1,1,0
119,2,2,1,1,1,2,1
119,3,2,1,1,2,1,0.98
119,4,2,1,1,2,2,0
119,5,2,1,2,1,1,0.96
119,6,2,1,2,1,2,0
119,7,2,1,2,2,1,0.1
119,8,2,1,2,2,2,1
120,1,2,1,1,1,1,0.04
120,2,2,1,1,1,2,1
120,3,2,1,1,2,1,0.98
120,4,2,1,1,2,2,0
120,5,2,1,2,1,1,0.98
120,6,2,1,2,1,2,0
120,7,2,1,2,2,1,0
120,8,2,1,2,2,2,1
121,1,2,1,1,1,1,0.04
121,2,2,1,1,1,2,1
121,3,2,1,1,2,1,1
121,4,2,1,1,2,2,0
121,5,2,1,2,1,1,1
121,6,2,1,2,1,2,0.2
121,7,2,1,2,2,1,0.04
121,8,2,1,2,2,2,1
122,1,2,1,1,1,1,0.03
122,2,2,1,1,1,2,0.94
122,3,2,1,1,2,1,1
122,4,2,1,1,2,2,0
122,5,2,1,2,1,1,0.97
122,6,2,1,2,1,2,0
122,7,2,1,2,2,1,0
122,8,2,1,2,2,2,0.86
123,1,2,2,1,1,1,0.6
123,2,2,2,1,1,2,0.88
123,3,2,2,1,2,1,0.93
123,4,2,2,1,2,2,0.65
123,5,2,2,2,1,1,0.98
123,6,2,2,2,1,2,0.86
123,7,2,2,2,2,1,0.47
123,8,2,2,2,2,2,0.89
124,1,2,2,1,1,1,0.07
124,2,2,2,1,1,2,0
124,3,2,2,1,2,1,1
124,4,2,2,1,2,2,1
124,5,2,2,2,1,1,0.94
124,6,2,2,2,1,2,1
124,7,2,2,2,2,1,0.05
124,8,2,2,2,2,2,0
125,1,2,2,1,1,1,0.13
125,2,2,2,1,1,2,0.88
125,3,2,2,1,2,1,0.95
125,4,2,2,1,2,2,0.18
125,5,2,2,2,1,1,0.98
125,6,2,2,2,1,2,0.17
125,7,2,2,2,2,1,0.17
125,8,2,2,2,2,2,0.88
126,1,2,2,1,1,1,0.58
126,2,2,2,1,1,2,0.82
126,3,2,2,1,2,1,1
126,4,2,2,1,2,2,0.38
126,5,2,2,2,1,1,0.98
126,6,2,2,2,1,2,0.25
126,7,2,2,2,2,1,0.5
126,8,2,2,2,2,2,0.96
127,1,2,2,1,1,1,0.09
127,2,2,2,1,1,2,0.25
127,3,2,2,1,2,1,0.97
127,4,2,2,1,2,2,1
127,5,2,2,2,1,1,0.97
127,6,2,2,2,1,2,0.96
127,7,2,2,2,2,1,0
127,8,2,2,2,2,2,0.09
128,1,2,2,1,1,1,0.74
128,2,2,2,1,1,2,0.63
128,3,2,2,1,2,1,0.84
128,4,2,2,1,2,2,0.71
128,5,2,2,2,1,1,0.57
128,6,2,2,2,1,2,0.64
128,7,2,2,2,2,1,0.64
128,8,2,2,2,2,2,0.52
129,1,2,2,1,1,1,0.81
129,2,2,2,1,1,2,0.42
129,3,2,2,1,2,1,0.89
129,4,2,2,1,2,2,0.81
129,5,2,2,2,1,1,0.59
129,6,2,2,2,1,2,0.71
129,7,2,2,2,2,1,0.62
129,8,2,2,2,2,2,0.54
130,1,2,2,1,1,1,0.59
130,2,2,2,1,1,2,0.67
130,3,2,2,1,2,1,0.91
130,4,2,2,1,2,2,0.56
130,5,2,2,2,1,1,0.96
130,6,2,2,2,1,2,0.7
130,7,2,2,2,2,1,0.59
130,8,2,2,2,2,2,0.86
131,1,2,2,1,1,1,0.48
131,2,2,2,1,1,2,0.53
131,3,2,2,1,2,1,0.47
131,4,2,2,1,2,2,0.44
131,5,2,2,2,1,1,0.63
131,6,2,2,2,1,2,0.67
131,7,2,2,2,2,1,0.38
131,8,2,2,2,2,2,0.42
132,1,2,2,1,1,1,0.37
132,2,2,2,1,1,2,0.95
132,3,2,2,1,2,1,0.98
132,4,2,2,1,2,2,0
132,5,2,2,2,1,1,1
132,6,2,2,2,1,2,0.36
132,7,2,2,2,2,1,0.32
132,8,2,2,2,2,2,1
133,1,2,2,1,1,1,0.28
133,2,2,2,1,1,2,0.87
133,3,2,2,1,2,1,0.92
133,4,2,2,1,2,2,0.44
133,5,2,2,2,1,1,1
133,6,2,2,2,1,2,0
133,7,2,2,2,2,1,0.47
133,8,2,2,2,2,2,0.85
134,1,2,2,1,1,1,0
134,2,2,2,1,1,2,1
134,3,2,2,1,2,1,1
134,4,2,2,1,2,2,0
134,5,2,2,2,1,1,0.98
134,6,2,2,2,1,2,0.05
134,7,2,2,2,2,1,0
134,8,2,2,2,2,2,1
135,1,2,2,1,1,1,0.03
135,2,2,2,1,1,2,1
135,3,2,2,1,2,1,1
135,4,2,2,1,2,2,0
135,5,2,2,2,1,1,1
135,6,2,2,2,1,2,0
135,7,2,2,2,2,1,0
135,8,2,2,2,2,2,0.93
136,1,2,2,1,1,1,0.06
136,2,2,2,1,1,2,1
136,3,2,2,1,2,1,0.94
136,4,2,2,1,2,2,1
136,5,2,2,2,1,1,0.95
136,6,2,2,2,1,2,0.07
136,7,2,2,2,2,1,0.13
136,8,2,2,2,2,2,0.95
137,1,2,2,1,1,1,0.54
137,2,2,2,1,1,2,0.83
137,3,2,2,1,2,1,0.96
137,4,2,2,1,2,2,0.67
137,5,2,2,2,1,1,0.89
137,6,2,2,2,1,2,0.75
137,7,2,2,2,2,1,0.75
137,8,2,2,2,2,2,0.79
138,1,2,2,1,1,1,0.68
138,2,2,2,1,1,2,0.93
138,3,2,2,1,2,1,1
138,4,2,2,1,2,2,0.73
138,5,2,2,2,1,1,0.97
138,6,2,2,2,1,2,0.76
138,7,2,2,2,2,1,0.76
138,8,2,2,2,2,2,0.86
139,1,2,2,1,1,1,0.09
139,2,2,2,1,1,2,0.88
139,3,2,2,1,2,1,0.97
139,4,2,2,1,2,2,0
139,5,2,2,2,1,1,1
139,6,2,2,2,1,2,0.17
139,7,2,2,2,2,1,0.07
139,8,2,2,2,2,2,0.93
140,1,2,2,1,1,1,0.19
140,2,2,2,1,1,2,0.78
140,3,2,2,1,2,1,0.98
140,4,2,2,1,2,2,0
140,5,2,2,2,1,1,1
140,6,2,2,2,1,2,0.07
140,7,2,2,2,2,1,0
140,8,2,2,2,2,2,1
141,1,2,2,1,1,1,0.07
141,2,2,2,1,1,2,0.93
141,3,2,2,1,2,1,1
141,4,2,2,1,2,2,0.17
141,5,2,2,2,1,1,0.95
141,6,2,2,2,1,2,0.2
141,7,2,2,2,2,1,0.05
141,8,2,2,2,2,2,0.88
142,1,2,2,1,1,1,0.12
142,2,2,2,1,1,2,0.89
142,3,2,2,1,2,1,0.95
142,4,2,2,1,2,2,0.13
142,5,2,2,2,1,1,0.94
142,6,2,2,2,1,2,0.07
142,7,2,2,2,2,1,0
142,8,2,2,2,2,2,0.94
143,1,2,2,1,1,1,0.45
143,2,2,2,1,1,2,0.29
143,3,2,2,1,2,1,0.57
143,4,2,2,1,2,2,0.9
143,5,2,2,2,1,1,0.94
143,6,2,2,2,1,2,0.87
143,7,2,2,2,2,1,0.45
143,8,2,2,2,2,2,0.14
144,1,2,2,1,1,1,0
144,2,2,2,1,1,2,0.75
144,3,2,2,1,2,1,1
144,4,2,2,1,2,2,0
144,5,2,2,2,1,1,0.91
144,6,2,2,2,1,2,0.04
144,7,2,2,2,2,1,0.23
144,8,2,2,2,2,2,1
145,1,2,2,1,1,1,0.28
145,2,2,2,1,1,2,0.28
145,3,2,2,1,2,1,0.97
145,4,2,2,1,2,2,1
145,5,2,2,2,1,1,0.93
145,6,2,2,2,1,2,1
145,7,2,2,2,2,1,0.15
145,8,2,2,2,2,2,0.16
146,1,2,2,1,1,1,0.14
146,2,2,2,1,1,2,0.88
146,3,2,2,1,2,1,1
146,4,2,2,1,2,2,0.25
146,5,2,2,2,1,1,0.97
146,6,2,2,2,1,2,0.06
146,7,2,2,2,2,1,0.16
146,8,2,2,2,2,2,0.92
147,1,2,2,1,1,1,0.25
147,2,2,2,1,1,2,0.93
147,3,2,2,1,2,1,0.98
147,4,2,2,1,2,2,0.87
147,5,2,2,2,1,1,0.98
147,6,2,2,2,1,2,1
147,7,2,2,2,2,1,0.18
147,8,2,2,2,2,2,0.87
148,1,2,2,1,1,1,0.09
148,2,2,2,1,1,2,1
148,3,2,2,1,2,1,1
148,4,2,2,1,2,2,0
148,5,2,2,2,1,1,0.97
148,6,2,2,2,1,2,0
148,7,2,2,2,2,1,0.21
148,8,2,2,2,2,2,1
149,1,2,2,1,1,1,0.09
149,2,2,2,1,1,2,0.5
149,3,2,2,1,2,1,1
149,4,2,2,1,2,2,0.47
149,5,2,2,2,1,1,0.98
149,6,2,2,2,1,2,0.5
149,7,2,2,2,2,1,0.11
149,8,2,2,2,2,2,0.4
150,1,2,2,1,1,1,0
150,2,2,2,1,1,2,0.4
150,3,2,2,1,2,1,0.94
150,4,2,2,1,2,2,0.53
150,5,2,2,2,1,1,1
150,6,2,2,2,1,2,0.14
150,7,2,2,2,2,1,0.02
150,8,2,2,2,2,2,0.7
151,1,2,2,1,1,1,0
151,2,2,2,1,1,2,0.8
151,3,2,2,1,2,1,1
151,4,2,2,1,2,2,0.06
151,5,2,2,2,1,1,0.97
151,6,2,2,2,1,2,0
151,7,2,2,2,2,1,0.05
151,8,2,2,2,2,2,0.85
152,1,2,2,1,1,1,0.05
152,2,2,2,1,1,2,1
152,3,2,2,1,2,1,1
152,4,2,2,1,2,2,0
152,5,2,2,2,1,1,0.97
152,6,2,2,2,1,2,0
152,7,2,2,2,2,1,0.07
152,8,2,2,2,2,2,1
153,1,2,2,1,1,1,0
153,2,2,2,1,1,2,1
153,3,2,2,1,2,1,0.98
153,4,2,2,1,2,2,0
153,5,2,2,2,1,1,1
153,6,2,2,2,1,2,0
153,7,2,2,2,2,1,0.06
153,8,2,2,2,2,2,1
154,1,2,2,1,1,1,0.04
154,2,2,2,1,1,2,0.86
154,3,2,2,1,2,1,1
154,4,2,2,1,2,2,0.11
154,5,2,2,2,1,1,0.96
154,6,2,2,2,1,2,0.06
154,7,2,2,2,2,1,0.1
154,8,2,2,2,2,2,0.85
155,1,2,2,1,1,1,0.04
155,2,2,2,1,1,2,1
155,3,2,2,1,2,1,0.98
155,4,2,2,1,2,2,0.07
155,5,2,2,2,1,1,0.97
155,6,2,2,2,1,2,0
155,7,2,2,2,2,1,0.03
155,8,2,2,2,2,2,0.83
156,1,2,2,1,1,1,0.22
156,2,2,2,1,1,2,0.09
156,3,2,2,1,2,1,0.94
156,4,2,2,1,2,2,1
156,5,2,2,2,1,1,0.97
156,6,2,2,2,1,2,1
156,7,2,2,2,2,1,0.03
156,8,2,2,2,2,2,0
157,1,2,2,1,1,1,0.2
157,2,2,2,1,1,2,0.93
157,3,2,2,1,2,1,0.98
157,4,2,2,1,2,2,0.13
157,5,2,2,2,1,1,0.93
157,6,2,2,2,1,2,0.28
157,7,2,2,2,2,1,0.16
157,8,2,2,2,2,2,0.56
158,1,2,2,1,1,1,0
158,2,2,2,1,1,2,0.91
158,3,2,2,1,2,1,0.95
158,4,2,2,1,2,2,0.06
158,5,2,2,2,1,1,1
158,6,2,2,2,1,2,0
158,7,2,2,2,2,1,0.09
158,8,2,2,2,2,2,1
159,1,2,2,1,1,1,0
159,2,2,2,1,1,2,0.93
159,3,2,2,1,2,1,0.97
159,4,2,2,1,2,2,0
159,5,2,2,2,1,1,1
159,6,2,2,2,1,2,0
159,7,2,2,2,2,1,0
159,8,2,2,2,2,2,1
160,1,2,2,1,1,1,0.11
160,2,2,2,1,1,2,0.77
160,3,2,2,1,2,1,0.89
160,4,2,2,1,2,2,0.15
160,5,2,2,2,1,1,0.9
160,6,2,2,2,1,2,0
160,7,2,2,2,2,1,0.14
160,8,2,2,2,2,2,0.88
161,1,2,2,1,1,1,0.17
161,2,2,2,1,1,2,0.75
161,3,2,2,1,2,1,0.98
161,4,2,2,1,2,2,0.13
161,5,2,2,2,1,1,1
161,6,2,2,2,1,2,0.67
161,7,2,2,2,2,1,0.21
161,8,2,2,2,2,2,0.41
162,1,2,2,1,1,1,0.03
162,2,2,2,1,1,2,0.95
162,3,2,2,1,2,1,0.92
162,4,2,2,1,2,2,0.09
162,5,2,2,2,1,1,1
162,6,2,2,2,1,2,0
162,7,2,2,2,2,1,0
162,8,2,2,2,2,2,0.94
163,1,2,2,1,1,1,0.13
163,2,2,2,1,1,2,0.9
163,3,2,2,1,2,1,0.94
163,4,2,2,1,2,2,0.5
163,5,2,2,2,1,1,0.94
163,6,2,2,2,1,2,0.55
163,7,2,2,2,2,1,0.24
163,8,2,2,2,2,2,0.57
164,1,2,2,1,1,1,0.03
164,2,2,2,1,1,2,0.88
164,3,2,2,1,2,1,1
164,4,2,2,1,2,2,0
164,5,2,2,2,1,1,0.93
164,6,2,2,2,1,2,0.25
164,7,2,2,2,2,1,0
164,8,2,2,2,2,2,0.77
165,1,2,2,1,1,1,0
165,2,2,2,1,1,2,1
165,3,2,2,1,2,1,0.98
165,4,2,2,1,2,2,0.09
165,5,2,2,2,1,1,1
165,6,2,2,2,1,2,0
165,7,2,2,2,2,1,0
165,8,2,2,2,2,2,1
166,1,2,2,1,1,1,0.04
166,2,2,2,1,1,2,1
166,3,2,2,1,2,1,0.97
166,4,2,2,1,2,2,0
166,5,2,2,2,1,1,0.98
166,6,2,2,2,1,2,0
166,7,2,2,2,2,1,0
166,8,2,2,2,2,2,1
167,1,2,2,1,1,1,0
167,2,2,2,1,1,2,1
167,3,2,2,1,2,1,0.95
167,4,2,2,1,2,2,0.25
167,5,2,2,2,1,1,1
167,6,2,2,2,1,2,0.43
167,7,2,2,2,2,1,0.07
167,8,2,2,2,2,2,0.86
